Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
hp,210.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",used & tested,other,intel core i7 6th generation,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,ssd,512.0,512.0,15.6,16.0
lenovo,180.0,black,"Backlit Keyboard, Bluetooth, Built-in Webcam, Multi-Touch Trackpad",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 6th generation,2.6,notebook/laptop,2560.0,1440.0,windows,ssd,512.0,512.0,14.1,16.0
dell,125.94,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","the item will show some signs of normal wear and is backed by a one-year warranty. our products are refurbished, cleaned, and tested to be of the best quality possible. the item will have only oem parts. includes an oem power supply and a 30-day return guarantee.",intel,intel core i5 6th gen,2.4,notebook/laptop,1366.0,768.0,windows,ssd,98.89,240.0,14.0,8.0
lenovo,90.0,gray,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",the laptop is in great working and cosmetic condition. it may show only minor signs of wear. comes with a charger.,intel,intel celeron,2.2,notebook/laptop,1366.0,768.0,windows,ssd,98.89,128.0,13.0,4.0
hp,999.0,other,"10/100 LAN Card,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","previously used, professionally refurbished. see photos and description for details. scratches and wear. no chargers , no operating systems installed.",other,intel core i5-8265u,1.6,notebook/laptop,779.2421706908917,447.94931867081044,unknown,ssd,98.89,256.0,15.6,8.0
lenovo,229.0,other,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used, tested and working. laptops are in excellent condition with minimal wear. screen have no dead pixels or spots. ac adapter included.",other,intel core i5 8th generation,1.7,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,16.0
asus,293.0,gray,"Wi-Fi, Bluetooth, Built-in Webcam, Multi-Touch Trackpad, Built-in Microphone, Backlit Keyboard",Undefined,Undefined,undefined,intel,intel core i3 11th generation,1.8,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,256.0,15.6,8.0
dell,185.0,gray,"Backlit Keyboard, Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5-10310u,1.7,other,1920.0,1080.0,unknown,ssd,98.89,512.0,14.0,16.0
hp,259.0,silver,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",tested/working. touch screen/tablet. windows 10 pro. power adapter included.,intel,intel core i7 4th generation,2.1,notebook/laptop,1366.0,768.0,windows,ssd,256.0,256.0,11.6,8.0
acer,41.0,gray,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","item is fully tested & functional item may contain some small scuff the screen may have some minor scuff or hairline scratches but is working . may have sunspots. item is functional, and fully working and has been fully tested, power-washed and restored to factory settings. the items has been fully cleaned and is in ok physical condition. the charger is tested and included and may show sign of use",intel,intel celeron n,2.48,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,32.0,11.6,4.0
dell,75.0,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",laser engraving on the top lid. otherwise signs of normal wear and tear. see photos for condition. a charger is included.,other,intel celeron,1.1,notebook/laptop,1366.0,768.0,windows,ssd,98.89,128.0,11.6,4.0
hp,510.0,silver,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","item is seller refurbished, fully tested. not responsible for technical support! machines may show signs of heavy office use, wear scratches across case, rubber screw covers or bumpers may be missing or damaged. no case damage (other than scratches) cosmetic damage in no way affects the way these machines run as they work great. battery is tested to charge, hold a charge, and run the machine from the charge.",other,amd ryzen 3pro,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,98.89,256.0,14.0,16.0
lenovo,170.0,gray,"Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,1.1,notebook/laptop,1366.0,768.0,windows,emmc,128.0,128.0,14.0,4.0
hp,44.75,gray,"Bluetooth, Built-in Webcam, Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel celeron n,1.1,notebook/laptop,1366.0,768.0,chrome,ssd,32.0,32.0,11.6,4.0
dell,209.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good used condition with signs of use. systems are tested and are guaranteed to be in working condition. item image shown is a representative image of item. these units will have some minor cosmetic blemishes that include scratches and/or other surface imperfections. some laptops may exhibit slightly shiny keys on the keyboard and/or shiny surfaces around the keyboard.,other,intel core i5 8th generation,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,14.1,5.98
lenovo,180.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,celeron n2930,1.1861742242409754,other,779.2421706908917,447.94931867081044,chrome,ssd,16.0,16.0,11.6,4.0
dell,220.0,other,Wi-Fi,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested one year warranty,intel,intel core i7 7th generation,2.6,notebook/laptop,1920.0,1080.0,windows,ssd,500.0,500.0,12.5,16.0
dell,260.0,other,Wi-Fi,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,other,intel core i7 8th generation,1.9,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,13.3,16.0
